Index,Interaction_Value
0,0.24300411760299778
1,-0.05065185730977735
2,0.1286181930766776
3,0.050097454743295924
4,-0.8999105685450883
5,0.3135090243120075
6,0.5868422936217486
7,-0.1275590583948749
8,0.282918916747934
9,-1.1666489205790518
10,0.3092624383571441
11,0.17313336970771867
12,-0.12717658045863067
13,-0.45454081711927574
14,0.25879100512458103
15,0.07566399600371705
16,-0.2561906131245577
17,-0.14468219970915533
18,-1.0905789078189818
19,0.27546248460397993
20,-1.2527172523935302
21,-0.6512321514637547
22,-0.4915543583549308
23,-0.684726573015747
24,-0.147507000158104
25,-0.7367827546056529
26,-0.40654868424540597
27,-0.24554546221656115
28,-0.14518669127144387
29,-0.4750338547078047
30,-0.5557082276780305
31,-0.567879353475322
32,-0.4592019681930338
33,-0.13742445027456865
34,-0.6583411364568499
35,-0.08081809379617287
36,-0.12871348968822194
37,-0.6540151411717753
38,0.12797853684296923
39,-0.38649075981912695
40,-0.4823546110860677
41,-0.7399799841473461
42,-0.5053942210661084
43,-0.20847874725519222
44,-0.7295839179173571
45,-0.21152210066170485
46,-0.4534453602197756
47,-0.433446761853837
48,-0.2962060844887213
49,-0.12228853199826846
50,-0.5196690839329626
51,0.0047265084600251195
52,-0.6721135333686329
53,-0.4890316788703653
54,-0.787080807046546
55,-0.1795070985190558
56,-0.04470300700076983
57,0.22608712544294216
58,-0.42801608986122325
59,0.1287145844428265
60,0.013263262075753825
61,-0.17716260023084335
62,0.010619008552560372
63,-0.4804131345484425
64,0.1917967148163825
65,-0.48662815777980717
66,0.08181085448827981
67,-0.09550427741925184
68,0.022326363210911096
69,-0.3456921551509015
70,0.14248640361425963
71,-0.38544641190185547
72,-0.18360829732215617
73,0.03187988569501242
74,-0.14502253204595958
75,-0.48543434125609136
76,-0.04924102141122
77,0.07418323565502469
78,0.11839050375200662
79,-0.40941341767899103
80,0.12395336292030067
81,-0.24671643306768115
82,-0.22017411341803741
83,0.015364485838679498
84,-0.23442515764916685
85,-0.5294718187330454
86,-0.10544524844960157
87,-0.009658943455683355
88,-0.02210712858291905
89,-0.3926066078034064
90,-0.21341384654366394
91,-0.21787128046813306
92,-0.3323077543005152
93,-0.26445132700227314
94,-0.06621058097502516
95,-0.3494490695619527
96,-0.11039566406984451
97,-0.35832074675599473
98,-0.341976235441728
99,-0.35822343670667467
100,-0.13509912610914485
101,-0.282368256900385
102,-0.23146906587448662
103,-0.3010417768045145
104,-0.06007162026834361
105,-0.3507356599899086
106,-0.32582802893655904
107,-0.2692612557552472
108,-0.20848853266882567
109,-0.10385459685467367
110,-0.3915166948676763
111,-0.31409053975090917
112,-0.06661541727097231
113,0.025257960316673746
114,-0.09170443454703942
115,-0.23693661062601015
116,-0.14282939158007754
117,-0.06303372581411552
118,-0.0890144710551412
119,-0.2082812128806425
