,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,9,0.00784444808959961,0.6466666666666666,0.6446666666666666,0.6393333333333333,0.6393333333333333,0.6246666666666666,0.6468333333333334,0.031008063467427315
2,2,37,0.007176399230957031,0.6666666666666666,0.666,0.6566666666666666,0.6466666666666667,0.6506666666666666,0.6655,0.03247905307869811
3,3,93,0.0009999275207519531,0.6833333333333333,0.6846666666666666,0.686,0.664,0.6586666666666667,0.6838333333333333,0.026518337470931738
4,4,163,0.009019613265991211,0.69,0.6966666666666665,0.6973333333333334,0.6873333333333334,0.6513333333333333,0.6844166666666667,0.03327922692077514
5,5,219,0.016704082489013672,0.7,0.7093333333333334,0.7046666666666667,0.686,0.6713333333333333,0.705,0.02757565351295717
6,6,247,0.006049394607543945,0.74,0.7326666666666666,0.738,0.694,0.6786666666666668,0.7418333333333333,0.021472851076029316
7,7,255,0.012853145599365234,0.7433333333333333,0.7366666666666666,0.7213333333333334,0.6966666666666667,0.6933333333333334,0.7405833333333335,0.027686363470528625
8,8,256,0.012699365615844727,0.7966666666666666,0.7846666666666666,0.7733333333333332,0.7466666666666667,0.7246666666666666,0.7983333333333333,0.023760962382305417
