noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation
0.05,0.99999900082691,0.9999287312715478,0.9999846706629355,0.9999741687127424,
0.05,0.9999941990973038,0.9999763316357414,0.9999877791326518,0.9999687233109811,
0.05,0.9999939461521012,0.9999729353430087,0.9999777014780626,0.999981196655779,
0.05,0.9999997806957941,0.9999338413893512,0.9999908363488368,0.9999855965829771,
0.05,0.9999953099894754,0.9998527219762445,0.9999838219716288,0.9999801442915239,
0.05,0.9999979339170942,0.9999679366448739,0.9999823280757142,0.9999248077486587,
0.05,0.999998823739964,0.9999571600683097,0.9999880829062461,0.9999558741085044,
0.05,0.9999941327027408,0.9999598144361596,0.9999720150622785,0.999904851868431,
0.05,0.9999969576988148,0.9999319144390799,0.999992967840371,0.9998762447019371,
0.05,0.9999988205335368,0.9998938394389799,0.99999302812983,0.9999760283580058,
0.1,0.9999911215572707,0.9995092369631133,0.9997345001275303,0.9999828937345449,
0.1,0.9999814343815655,0.9997277299575581,0.9998698172856169,0.9998037168722953,
0.1,0.9999399984750438,0.9998057452948682,0.9998667668552799,0.9999548202815698,
0.1,0.9999798370448394,0.9998202833105924,0.9998702169417064,0.9993706318929663,
0.1,0.9999640225009775,0.9994609167490881,0.9998775174343653,0.9998096712291543,
0.1,0.9999712442050191,0.9998896765724858,0.9998702098374884,0.9997240450914605,
0.1,0.9999868969431347,0.9999057758374941,0.9998967257137474,0.9998875285653329,
0.1,0.9999831187422505,0.9999187283541611,0.9998489464804162,0.9995764276980823,
0.1,0.9999769165556455,0.9994765847875066,0.9999640433566809,0.9997569819343026,
0.1,0.9999777014312509,0.9996068146940141,0.9999204962765003,0.9998376529954905,
0.2,0.9999105530788889,0.9977028336739722,0.9970160984421341,0.9994679420831921,
0.2,0.9997888163992207,0.9993527248734722,0.9969626157155859,0.9999496158211385,
0.2,0.9998071598858266,0.9989718828796084,0.9983017301652762,0.9993628458923232,
0.2,0.9998313896740643,0.9978540451276557,0.9980955973283051,0.999147899712149,
0.2,0.9997478055516317,0.9986401401465843,0.9974879615305475,0.9994060810433045,
0.2,0.9996244915845265,0.9984484026256318,0.9984653699435518,0.999018151490876,
0.2,0.9998235956677921,0.9962005026956093,0.997769714687258,0.9981817882328684,
0.2,0.9997485105812736,0.9993928965364358,0.9985528304758415,0.9992307357365616,
0.2,0.9996075176125925,0.9961696123854756,0.9968222832169902,0.9975699280357103,
0.2,0.9996025300854245,0.9982726172092734,0.9977090301400151,0.9992823400627397,
0.3,0.9984455528554201,0.9957611210114872,0.9975112857019061,0.9806987848158402,
0.3,0.9969326729628165,0.9933561902816822,0.9940864379055061,0.9948989676695532,
0.3,0.9986581967953804,0.9972999962409012,0.9913156225169134,0.996789049665503,
0.3,0.9991032774657274,0.9943627182637115,0.991837083720064,0.9992605561646263,
0.3,0.9992539811921509,0.9960157135657833,0.9878981467943098,0.9974847202386068,
0.3,0.9990803742859541,0.9961102007511523,0.9904648251013053,0.9986127585722947,
0.3,0.9963437107505483,0.9940564474414829,0.9882572279066808,0.9815036068808571,
0.3,0.999589441523035,0.9973427901568228,0.9919831259925953,0.9957067451127486,
0.3,0.9995432430496212,0.9937978300870374,0.987243543032767,0.99053462663611,
0.3,0.9996926349028015,0.99741386854618,0.9933860164678624,0.989466545803257,
