noise_level,phi_correlation,interaction_correlation
0.05,0.999091787908066,
0.05,0.9994587408271148,
0.05,0.9985394533794154,
0.05,0.9983872404198847,
0.05,0.9990499658639386,
0.05,0.9989065613139229,
0.05,0.9989367998728542,
0.05,0.9980450316953855,
0.05,0.9992934876549632,
0.05,0.9984939443562486,
0.1,0.9947436627677338,
0.1,0.9965329445852388,
0.1,0.9928854245934491,
0.1,0.9940354180040127,
0.1,0.9977003723474592,
0.1,0.9966306684112202,
0.1,0.9964156172794341,
0.1,0.9937377578418193,
0.1,0.9958239420423863,
0.1,0.9903276879922658,
0.2,0.980897319653805,
0.2,0.9822379860416494,
0.2,0.9699001690725598,
0.2,0.9793138746567837,
0.2,0.9739917662263368,
0.2,0.9911397369413699,
0.2,0.969140199780933,
0.2,0.976886718550269,
0.2,0.9817226434476348,
0.2,0.9816741684386632,
0.3,0.952700997075575,
0.3,0.9616370257729178,
0.3,0.9563402629423396,
0.3,0.9505405854428529,
0.3,0.9275112532401135,
0.3,0.9640116860683429,
0.3,0.9437460933387718,
0.3,0.9511598794407299,
0.3,0.9565786645555707,
0.3,0.9707999737792733,
