noise_level,phi_correlation,interaction_correlation
0.05,0.9960771691637959,0.9960359480863399
0.05,0.9941535023210936,0.9956145931903991
0.05,0.9952054512568551,0.9941525427196046
0.05,0.9983866746800938,0.9936949774991922
0.05,0.9968220550218624,0.9922982452962135
0.05,0.9975282544102517,0.99744859691148
0.05,0.9991322181871144,0.9921251111442898
0.05,0.9957575255266504,0.9954061318409355
0.05,0.9963912598125274,0.9959981117144727
0.05,0.9971010304387466,0.9915027214926622
0.1,0.9798849960298984,0.9702205627180162
0.1,0.9849226781412157,0.9910534111968007
0.1,0.9888800226474922,0.9819211253873162
0.1,0.98236154567805,0.9786316938030207
0.1,0.9945128746336072,0.9494779920830616
0.1,0.9871694962937424,0.9873191778426346
0.1,0.9852319421908158,0.9780277625805782
0.1,0.9762606608577833,0.9596513827236607
0.1,0.9882800669069131,0.9683920644409549
0.1,0.9838813021575676,0.9866556563366431
0.2,0.937200415002082,0.8817025641880388
0.2,0.9329132834362882,0.9416923694369979
0.2,0.9801730436928058,0.943315856749592
0.2,0.9511589598501377,0.8884786722148001
0.2,0.9368146447839902,0.9515249319806486
0.2,0.941722633702688,0.8697954175093197
0.2,0.9319727252983709,0.9123357288175941
0.2,0.9531930788315524,0.902729304745868
0.2,0.943070952168638,0.9347694853876245
0.2,0.9476468501329198,0.9619910822206865
0.3,0.7905133732396272,0.8760266861414836
0.3,0.8885120468848992,0.916177975261449
0.3,0.8902609222179182,0.7529116874561133
0.3,0.9182238832244352,0.8048754839113632
0.3,0.8853197500638851,0.9651553018820599
0.3,0.864005540695355,0.8435829265513632
0.3,0.8920007853321266,0.7642673909555971
0.3,0.9576080855185748,0.9150323538659665
0.3,0.9633596791481536,0.9472994934716349
0.3,0.8700157616063932,0.9135226773499242
