,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,6,0.002015829086303711,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,2,16,0.002343416213989258,1.0,1.0,1.0,1.0,0.999562363238512,1.0,0.0
3,3,26,0.0,1.0,1.0,1.0,1.0,0.9986870897155361,1.0,0.0
4,4,31,0.011476993560791016,1.0,1.0,1.0,1.0,0.9986870897155361,1.0,0.0
5,5,32,0.011806249618530273,1.0,1.0,1.0,1.0,0.999562363238512,1.0,0.0
