dataset,n_attr,best_k_accuracy,max_accuracy,best_k_noise,noise_robustness,best_k_stability,stability
pairwise_interaction,15,14,0.45,14,0.45199999999999996,15,0.02668345825496471
pairwise_interaction_bias,15,14,0.45,14,0.4533333333333333,13,0.026076277000795612
pairwise_interaction_scaled,15,14,0.45,14,0.4493333333333333,9,0.023300721257315433
pairwise_interaction_noisy,15,15,0.44666666666666666,14,0.4453333333333333,8,0.024028917763579963
pairwise_interaction_power2,15,2,0.42333333333333334,2,0.43066666666666664,3,0.025359087785906922
pairwise_interaction_tanh,15,1,0.43,13,0.43466666666666665,1,0.025765502345405783
pairwise_interaction_threshold,15,10,0.43333333333333335,11,0.43533333333333335,5,0.027034057737930824
pairwise_interaction_clipped,15,2,0.44,14,0.45133333333333325,8,0.026040699982058
