k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8703703703703703,"0,2,3,5,6",5,0.8666666666666667,0.0037037037037036535
2,0.8703703703703703,"0,1,2,3,4,5",6,0.8481481481481481,0.022222222222222254
3,0.8629629629629629,"0,1,2,3,4,5",6,0.8481481481481481,0.014814814814814836
4,0.8629629629629629,"0,1,2,3,4,5",6,0.8444444444444444,0.01851851851851849
5,0.8629629629629629,"0,1,2,3,4,5",6,0.8444444444444444,0.01851851851851849
6,0.8629629629629629,"0,1,2,3,4,5",6,0.8444444444444444,0.01851851851851849
7,0.8444444444444444,"0,1,2,3,4,5,6",7,0.8444444444444444,0.0
