k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7222222222222222,"0,1,2,3",4,0.7222222222222222,0.0
2,0.7309941520467836,"0,2,3",3,0.7222222222222222,0.00877192982456143
3,0.7280701754385965,"0,1,2,3",4,0.7280701754385965,0.0
4,0.7280701754385965,"0,1,2,3",4,0.7280701754385965,0.0
