,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,8,0.009084701538085938,0.6995412844036697,0.6995412844036697,0.7113149847094802,0.6990825688073394
2,2,29,0.011719942092895508,0.8386850152905199,0.8362385321100916,0.8327217125382262,0.8128440366972477
3,3,64,0.013152837753295898,0.9021406727828746,0.8977064220183486,0.8744648318042814,0.8568807339449542
4,4,99,0.017292022705078125,0.9143730886850153,0.9088685015290519,0.8888379204892967,0.8620795107033639
5,5,120,0.01900458335876465,0.9166666666666666,0.9097859327217126,0.8920489296636086,0.8637614678899084
6,6,127,0.02129840850830078,0.8837920489296636,0.8840978593272171,0.8769113149847095,0.8646788990825687
7,7,128,0.02098226547241211,0.9113149847094801,0.9055045871559633,0.9019877675840979,0.8871559633027524
