k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7966666666666666,"0,1,2,3,4,5,6",7,0.7766666666666666,0.020000000000000018
2,0.8133333333333334,"0,1,2,4,5,6,7",7,0.81,0.0033333333333332993
3,0.8133333333333334,"0,1,3,4,5,6,7",7,0.8033333333333333,0.010000000000000009
4,0.8166666666666667,"0,1,3,4,5,6,7",7,0.8033333333333333,0.013333333333333308
5,0.82,"0,1,3,4,5,6,7",7,0.8066666666666666,0.013333333333333308
6,0.82,"0,1,3,4,5,6,7",7,0.8066666666666666,0.013333333333333308
7,0.82,"0,1,3,4,5,6,7",7,0.8066666666666666,0.013333333333333308
8,0.8066666666666666,"0,1,2,3,4,5,6,7",8,0.8066666666666666,0.0
