,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.0020024776458740234,0.7470817120622568,0.7494163424124514,0.7494163424124514,0.7455252918287938,0.7400778210116732
2,2,11,0.0019996166229248047,0.7782101167315175,0.777431906614786,0.778988326848249,0.77431906614786,0.7704280155642023
3,3,15,0.002002239227294922,0.7937743190661478,0.7914396887159533,0.7898832684824904,0.778988326848249,0.778988326848249
4,4,16,0.0020003318786621094,0.77431906614786,0.7750972762645915,0.778988326848249,0.7852140077821012,0.7859922178988328
