Feature,Phi_Value
0,0.2402114785196551
1,-0.6196896996552823
2,0.33314721627799015
3,0.6309368459916773
4,0.6581541340966768
5,-0.45701025644689514
6,-0.4018600085124094
7,0.25212609082499327
8,-0.16006546982508696
9,-0.5818968642176827
10,-0.16126168253405165
11,0.41074915872046697
12,-0.7640381323294665
13,0.5967515517433261
14,0.1383204150937502
