noise_level,phi_correlation,interaction_correlation
0.05,0.9960347618343295,0.9956639726804861
0.05,0.9984658888745602,0.9896593167977655
0.05,0.9967821020227593,0.9952110991226663
0.05,0.9983335915868118,0.9969941423051161
0.05,0.998178387227047,0.9892671712142121
0.05,0.9965053857327321,0.9897821493978081
0.05,0.9954877837036665,0.9965689180572258
0.05,0.9979087736200821,0.9935373147815114
0.05,0.9950057428857076,0.9958302684180527
0.05,0.9982775855054422,0.9962513113917383
0.1,0.9926759546673299,0.9360075015196643
0.1,0.9906067459659968,0.9686601939129263
0.1,0.9947429213936043,0.9878820906268391
0.1,0.99492238811839,0.9555699689124216
0.1,0.9892566159239594,0.9730583937711198
0.1,0.9866150775655612,0.9807869444469349
0.1,0.9960310065178604,0.9844429554197797
0.1,0.9925548029647159,0.9861218921407762
0.1,0.9828188042374598,0.9634024868491117
0.1,0.9850624871617748,0.9790027516595197
0.2,0.9874628555684766,0.9497939918139484
0.2,0.9608806670127562,0.8949333409107192
0.2,0.9421457532672795,0.931393072781541
0.2,0.9665918008579558,0.9871477361864949
0.2,0.9673337065328076,0.9424137306482185
0.2,0.9448547174882814,0.9526006918853738
0.2,0.977706313344126,0.8420790458651551
0.2,0.9806850860444448,0.7009210907723932
0.2,0.9650532958083604,0.9287064074011335
0.2,0.9398445393440782,0.9683332582247766
0.3,0.9326286305330386,0.7589537007885782
0.3,0.7897299142184958,0.9724118682108105
0.3,0.8751293257201571,0.8380261303640899
0.3,0.8442207165839637,0.9303016722742325
0.3,0.9298676780410096,0.946219944498136
0.3,0.9173313439424585,0.7000634229154239
0.3,0.8648079914855855,0.7935302490878858
0.3,0.9562891067590356,0.8801412178429268
0.3,0.8999375056053945,0.8938660859973722
0.3,0.9181550141227574,0.8906445053622095
