noise_level,phi_correlation,interaction_correlation
0.05,0.9972139027544701,0.9946432054611065
0.05,0.9966553396663395,0.9906671160542901
0.05,0.9977964479299386,0.9906002504127394
0.05,0.9971814435405707,0.996244744473067
0.05,0.9951280716999088,0.9917385535570847
0.05,0.9967320830046261,0.9938760510942112
0.05,0.9984793287764394,0.9920839478032901
0.05,0.9987673928546446,0.9817184839229729
0.05,0.9973213099804022,0.9941503515315283
0.05,0.9974905393657479,0.9885241996288832
0.1,0.9862311483539815,0.9513464179733674
0.1,0.9921241560080409,0.9604507454041112
0.1,0.9919402739251124,0.9911484741694713
0.1,0.9889270073676928,0.9898905528373351
0.1,0.9923536173128513,0.9780531436762755
0.1,0.9886476061758047,0.9599290866049475
0.1,0.9918385641982398,0.951074322726481
0.1,0.9899965969173871,0.9711988433458225
0.1,0.9934051624151724,0.9604794799228831
0.1,0.9911538488764012,0.9830390669578575
0.2,0.9442123708004467,0.9513209261061385
0.2,0.9580256307151932,0.9311616783562154
0.2,0.9444252863612551,0.9308399995559015
0.2,0.9662851397669996,0.9806408471397038
0.2,0.9582534818385241,0.8306461950071362
0.2,0.9658012471528299,0.7508005339028823
0.2,0.9445685892556556,0.8579318639046962
0.2,0.9599612642837022,0.9554625731350039
0.2,0.9625029479965271,0.9661908596764134
0.2,0.9156638617060656,0.9013310724459542
0.3,0.9169018998349284,0.7973903314392139
0.3,0.9347741717626438,0.7600249026262548
0.3,0.9422675747243439,0.9271957543778195
0.3,0.8952583005217378,0.8343127161258053
0.3,0.9529787017541788,0.8388577944338758
0.3,0.9055434483342468,0.7603323608237917
0.3,0.9026302288392383,0.6992358569010199
0.3,0.9557097072857417,0.8332830884799326
0.3,0.858572813623077,0.885387030330362
0.3,0.8542439824133465,0.8839065277911001
