,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.5413546562194824,1.0,0.9984105596512156,0.9836833477801903,0.9518808091384237
2,2,11,0.6429264545440674,1.0,0.9996326779323544,0.9935598486083814,0.9780825444777246
3,3,15,0.728060245513916,1.0,1.0,0.999215578575168,0.9938911250525665
4,4,16,0.7907853126525879,1.0,1.0,0.9996944704297153,0.9960418472523795
