,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,5,1.3869354724884033,1.0,1.0,1.0,1.0,0.9995760348097736
2,2,11,6.785386800765991,1.0,1.0,1.0,1.0,0.9995863335593336
3,3,15,10.453521013259888,1.0,1.0,1.0,0.9999982835417398,0.999605214600194
4,4,16,11.650582075119019,1.0,1.0,1.0,1.0,0.9995588702271732
