k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8666666666666667,"0,1,4,5,6",5,0.8555555555555555,0.011111111111111183
2,0.8703703703703703,"0,1,2,4,5,6",6,0.8666666666666667,0.0037037037037036535
3,0.8703703703703703,"1,2,4,5,6",5,0.8592592592592593,0.011111111111111072
4,0.8666666666666667,"0,1,2,3,4,6",6,0.8592592592592593,0.007407407407407418
5,0.8666666666666667,"0,1,2,3,4,6",6,0.8518518518518519,0.014814814814814836
6,0.8666666666666667,"0,1,2,3,4,6",6,0.8555555555555555,0.011111111111111183
7,0.8555555555555555,"0,1,2,3,4,5,6",7,0.8555555555555555,0.0
