k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.6834260882823816,"0,1,2,4,5,6,7,8",8,0.6816345200884348,0.0017915681939467687
2,0.6886102005031638,"0,1,2,3,4,6,7,8",8,0.6862087367538309,0.0024014637493329216
3,0.6904017686971107,"0,1,2,3,4,5,6,7,8",9,0.6904017686971107,0.0
4,0.6907067164748036,"0,1,2,3,4,5,6,7,8",9,0.6907067164748036,0.0
5,0.6901349393916292,"0,1,2,3,4,5,6,7,8",9,0.6901349393916292,0.0
6,0.6902492948082641,"0,1,2,3,4,5,6,7,8",9,0.6902492948082641,0.0
7,0.6900968209194176,"0,1,2,3,4,5,6,7,8",9,0.6900968209194176,0.0
8,0.6900968209194176,"0,1,2,3,4,5,6,7,8",9,0.6900968209194176,0.0
9,0.6900968209194176,"0,1,2,3,4,5,6,7,8",9,0.6900968209194176,0.0
