,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,8,0.0010006427764892578,0.8592592592592593,0.8562962962962963,0.8503703703703703,0.8444444444444444,0.850925925925926,0.021134652241691355
2,2,29,0.0020034313201904297,0.8703703703703703,0.8629629629629629,0.8548148148148147,0.8459259259259259,0.874537037037037,0.02391776176498054
3,3,64,0.004000425338745117,0.8629629629629629,0.8637037037037038,0.8585185185185186,0.8451851851851853,0.8605555555555554,0.02248379999027619
4,4,99,0.005565643310546875,0.8666666666666667,0.8614814814814814,0.8562962962962963,0.8503703703703703,0.8657407407407408,0.02167537020503634
5,5,120,0.009741544723510742,0.8629629629629629,0.8629629629629628,0.8503703703703704,0.8459259259259259,0.8656481481481483,0.021999072495724758
6,6,127,0.01585102081298828,0.8629629629629629,0.86,0.8570370370370372,0.8414814814814815,0.864074074074074,0.0260045105299299
7,7,128,0.015741586685180664,0.8629629629629629,0.8614814814814814,0.8533333333333333,0.8518518518518517,0.8687962962962963,0.024013634958564324
